CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Server Based Application,WBS000072,5,5,TEAM0017,27/09/2013 15:41,SD0001271,IM0001007
application,Web Based Application,WBS000152,5,5,TEAM0069,27/09/2013 15:55,SD0001272,IM0001008
application,Server Based Application,WBS000223,4,4,TEAM0057,27/09/2013 16:16,SD0001274,IM0001043
application,Desktop Application,WBS000102,4,3,TEAM0065,30/09/2013 7:44,SD0001301,IM0001016
application,Web Based Application,WBS000132,5,5,TEAM0041,30/09/2013 8:19,SD0001307,IM0001048
application,Server Based Application,WBS000296,4,4,TEAM0093,30/09/2013 8:30,SD0001309,IM0001050
computer,Laptop,WBS000187,5,5,TEAM0086,30/09/2013 8:46,SD0001304,IM0001061
application,Server Based Application,WBS000199,4,4,TEAM0008,30/09/2013 8:53,SD0001312,IM0001053
computer,Laptop,WBS000091,5,5,TEAM0020,30/09/2013 9:10,SD0001329,IM0001062
application,Server Based Application,WBS000216,4,4,TEAM0092,30/09/2013 9:17,SD0001295,IM0001031
application,Desktop Application,WBS000092,4,4,TEAM0020,30/09/2013 9:31,SD0001313,IM0001054
application,Server Based Application,WBS000072,5,5,TEAM0027,30/09/2013 9:55,SD0001337,IM0001069
application,Server Based Application,WBS000223,4,4,TEAM0057,30/09/2013 10:01,SD0001321,IM0001025
application,Web Based Application,WBS000063,4,4,TEAM0091,30/09/2013 10:10,SD0001323,IM0001026
application,Server Based Application,WBS000039,5,5,TEAM0124,30/09/2013 10:11,SD0001339,IM0001072
computer,Laptop,WBS000091,5,5,TEAM0008,30/09/2013 10:14,SD0001341,IM0001074
application,Server Based Application,WBS000073,5,5,TEAM0007,30/09/2013 10:18,SD0001367,IM0001076
application,Server Based Application,WBS000016,3,3,TEAM0008,30/09/2013 10:19,SD0001357,IM0001086
application,Desktop Application,WBS000092,5,5,TEAM0008,30/09/2013 10:32,SD0001369,IM0001079
application,Desktop Application,WBS000092,4,4,TEAM0075,30/09/2013 10:33,SD0001358,IM0001088
application,Web Based Application,WBS000073,4,4,TEAM0023,30/09/2013 10:48,SD0001344,IM0001035
application,Web Based Application,WBS000055,4,4,TEAM0003,30/09/2013 10:57,SD0001374,IM0001080
application,Server Based Application,WBS000054,4,4,TEAM0015,30/09/2013 11:19,SD0001347,IM0001039
application,Web Based Application,WBS000073,4,4,TEAM0008,30/09/2013 11:30,SD0001379,IM0001085
application,Server Based Application,WBS000072,5,5,TEAM0035,30/09/2013 11:36,SD0001385,IM0001105
application,Server Based Application,WBS000263,4,4,TEAM0015,30/09/2013 11:39,SD0001348,IM0001040
computer,Laptop,WBS000091,5,5,TEAM0008,30/09/2013 11:49,SD0001404,IM0001126
application,Server Based Application,WBS000014,4,4,TEAM0010,30/09/2013 11:54,SD0001349,IM0001041
subapplication,Web Based Application,WBS000162,4,4,TEAM0003,30/09/2013 12:04,SD0001411,IM0001094
application,Server Based Application,WBS000014,3,3,TEAM0058,30/09/2013 12:16,SD0001405,IM0001129
subapplication,Web Based Application,WBS000066,4,4,TEAM0003,30/09/2013 12:16,SD0001406,IM0001128
application,Desktop Application,WBS000093,4,4,TEAM0075,30/09/2013 12:31,SD0001414,IM0001098
application,Web Based Application,WBS000148,5,4,TEAM0008,30/09/2013 12:48,SD0001408,IM0001130
application,Desktop Application,WBS000092,3,3,TEAM0020,30/09/2013 12:58,SD0001415,IM0001097
application,Server Based Application,WBS000030,3,4,TEAM0021,30/09/2013 13:14,SD0001392,IM0001112
application,Server Based Application,WBS000307,4,4,TEAM0041,30/09/2013 13:17,SD0001432,IM0001133
application,Web Based Application,WBS000073,4,4,TEAM0008,30/09/2013 13:25,SD0001393,IM0001115
application,Server Based Application,WBS000285,4,4,TEAM0066,30/09/2013 13:28,SD0001395,IM0001114
application,Web Based Application,WBS000318,4,4,TEAM0039,30/09/2013 13:32,SD0001421,IM0001167
application,Server Based Application,WBS000073,4,4,TEAM0008,30/09/2013 13:33,SD0001396,IM0001118
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,30/09/2013 13:37,SD0001440,IM0001138
application,Desktop Application,WBS000092,4,4,TEAM0008,30/09/2013 13:42,SD0001397,IM0001116
application,Server Based Application,WBS000199,4,4,TEAM0010,30/09/2013 13:44,SD0001398,IM0001117
application,Server Based Application,WBS000170,4,4,TEAM0041,30/09/2013 13:44,SD0001441,IM0001192
subapplication,Server Based Application,WBS000073,5,5,TEAM0007,30/09/2013 13:46,SD0001447,IM0001146
application,Server Based Application,WBS000014,3,3,TEAM0008,30/09/2013 14:08,SD0001424,IM0001171
storage,SAN,WBS000128,5,5,TEAM0133,30/09/2013 14:08,SD0001443,IM0001194
application,Server Based Application,WBS000014,3,3,TEAM0008,30/09/2013 14:15,SD0001425,IM0001172
application,Web Based Application,WBS000152,5,5,TEAM0069,30/09/2013 14:19,SD0001451,IM0001149
application,Web Based Application,WBS000063,4,4,TEAM0091,30/09/2013 14:30,SD0001452,IM0001150
application,Server Based Application,WBS000223,4,4,TEAM0057,30/09/2013 14:30,SD0001487,IM0001196
application,Server Based Application,WBS000048,5,5,TEAM0008,30/09/2013 14:32,SD0001489,IM0001197
application,Desktop Application,WBS000111,5,5,TEAM0092,30/09/2013 14:32,SD0001453,IM0001151
application,Desktop Application,WBS000092,4,4,TEAM0008,30/09/2013 14:36,SD0001454,IM0001152
application,Server Based Application,WBS000016,3,3,TEAM0008,30/09/2013 14:41,SD0001455,IM0001154
application,Server Based Application,WBS000223,4,4,TEAM0057,30/09/2013 14:42,SD0001467,IM0001123
application,Server Based Application,WBS000083,4,4,TEAM0075,30/09/2013 14:46,SD0001456,IM0001155
application,Web Based Application,WBS000152,5,5,TEAM0069,30/09/2013 14:58,SD0001470,IM0001205
application,Web Based Application,WBS000167,5,5,TEAM0070,30/09/2013 15:03,SD0001471,IM0001206
application,Web Based Application,WBS000055,4,4,TEAM0003,30/09/2013 15:06,SD0001472,IM0001207
application,Server Based Application,WBS000030,4,4,TEAM0075,30/09/2013 15:18,SD0001473,IM0001208
application,Server Based Application,WBS000014,3,3,TEAM0008,30/09/2013 15:22,SD0001504,IM0001177
subapplication,Web Based Application,WBS000073,4,4,TEAM0008,30/09/2013 15:23,SD0001474,IM0001209
application,Server Based Application,WBS000072,5,5,TEAM0017,30/09/2013 15:31,SD0001498,IM0001242
computer,Banking Device,WBS000146,3,3,TEAM0008,30/09/2013 15:33,SD0001459,IM0001157
application,Server Based Application,WBS000073,4,4,TEAM0023,30/09/2013 15:35,SD0001475,IM0001210
application,Server Based Application,WBS000073,4,4,TEAM0023,30/09/2013 15:35,SD0001507,IM0001180
application,Desktop Application,WBS000096,4,4,TEAM0075,30/09/2013 15:42,SD0001501,IM0001241
application,Server Based Application,WBS000139,5,5,TEAM0008,30/09/2013 15:42,SD0001509,IM0001183
computer,Desktop,WBS000187,5,5,TEAM0008,30/09/2013 15:46,SD0001461,IM0001160
application,Server Based Application,WBS000296,4,4,TEAM0093,30/09/2013 15:48,SD0001510,IM0001184
application,Desktop Application,WBS000092,4,4,TEAM0008,30/09/2013 15:59,SD0001511,IM0001185
application,Server Based Application,WBS000053,3,3,TEAM0092,30/09/2013 16:20,SD0001480,IM0001217
application,Server Based Application,WBS000073,4,4,TEAM0031,30/09/2013 16:22,SD0001530,IM0001244
application,Web Based Application,WBS000088,4,4,TEAM0003,30/09/2013 16:22,SD0001558,IM0001162
application,Web Based Application,WBS000088,4,4,TEAM0003,30/09/2013 16:24,SD0001483,IM0001216
application,Server Based Application,WBS000223,4,4,TEAM0057,30/09/2013 16:25,SD0001485,IM0001218
computer,Laptop,WBS000091,5,5,TEAM0008,30/09/2013 16:26,SD0001559,IM0001293
application,Desktop Application,WBS000094,5,5,TEAM0044,30/09/2013 16:27,SD0001560,IM0001163
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,30/09/2013 16:31,SD0001517,IM0001261
application,Server Based Application,WBS000223,4,4,TEAM0057,30/09/2013 16:41,SD0001533,IM0001247
application,Web Based Application,WBS000073,5,5,TEAM0007,30/09/2013 16:46,SD0001535,IM0001249
subapplication,Web Based Application,WBS000073,4,4,TEAM0008,30/09/2013 16:49,SD0001627,IM0001222
application,Server Based Application,WBS000014,3,3,TEAM0008,30/09/2013 16:58,SD0001562,IM0001294
application,Server Based Application,WBS000073,4,4,TEAM0045,30/09/2013 16:59,SD0001522,IM0001267
application,Web Based Application,WBS000073,4,4,TEAM0008,30/09/2013 17:03,SD0001628,IM0001223
application,Server Based Application,WBS000307,3,3,TEAM0049,30/09/2013 18:40,SD0001564,IM0001296
application,Citrix,WBS000292,4,4,TEAM0075,1/10/2013 7:49,SD0001528,IM0001270
application,Server Based Application,WBS000072,5,5,TEAM0017,1/10/2013 8:12,SD0001539,IM0001251
computer,Banking Device,WBS000146,3,3,TEAM0008,1/10/2013 8:22,SD0001691,IM0001271
application,Client Based Application,WBS000098,4,4,TEAM0075,1/10/2013 8:46,SD0001592,IM0001311
application,Server Based Application,WBS000006,3,3,TEAM0038,1/10/2013 8:47,SD0001649,IM0001232
application,Desktop Application,WBS000092,4,4,TEAM0008,1/10/2013 8:52,SD0001597,IM0001306
storage,Controller,WBS000182,3,3,TEAM0066,1/10/2013 9:03,SD0001773,IM0001335
application,Server Based Application,WBS000014,3,3,TEAM0010,1/10/2013 9:06,SD0001776,IM0001346
application,Client Based Application,WBS000073,4,4,TEAM0008,1/10/2013 9:07,SD0001778,IM0001342
application,Server Based Application,WBS000128,4,4,TEAM0052,1/10/2013 9:08,SD0001780,IM0001340
application,Web Based Application,WBS000153,5,5,TEAM0051,1/10/2013 9:11,SD0001717,IM0001279
application,Server Based Application,WBS000128,4,4,TEAM0052,1/10/2013 9:12,SD0001785,IM0001343
application,Server Based Application,WBS000255,5,5,TEAM0132,1/10/2013 9:16,SD0001720,IM0001280
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 9:21,SD0001660,IM0001235
application,Server Based Application,WBS000006,4,4,TEAM0038,1/10/2013 9:27,SD0001797,IM0001349
application,Web Based Application,WBS000318,4,4,TEAM0040,1/10/2013 9:30,SD0001842,IM0001316
application,Server Based Application,WBS000169,4,4,TEAM0059,1/10/2013 9:31,SD0001664,IM0001236
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 9:35,SD0001805,IM0001350
displaydevice,Monitor,WBS000091,4,4,TEAM0008,1/10/2013 9:37,SD0001666,IM0001373
application,Server Based Application,WBS000072,5,5,TEAM0017,1/10/2013 9:52,SD0001826,IM0001353
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 9:56,SD0001679,IM0001378
application,Server Based Application,WBS000128,4,4,TEAM0052,1/10/2013 9:57,SD0001833,IM0001356
application,Server Based Application,WBS000255,4,4,TEAM0132,1/10/2013 9:57,SD0001834,IM0001357
application,Server Based Application,WBS000072,5,5,TEAM0017,1/10/2013 9:58,SD0001867,IM0001324
application,Web Based Application,WBS000318,5,5,TEAM0007,1/10/2013 9:58,SD0001835,IM0001361
computer,Banking Device,WBS000146,3,3,TEAM0008,1/10/2013 9:59,SD0001869,IM0001327
computer,Banking Device,WBS000146,2,2,TEAM0008,1/10/2013 10:02,SD0001738,IM0001285
application,SAP,WBS000271,5,5,TEAM0035,1/10/2013 10:02,SD0001872,IM0001325
application,Server Based Application,WBS000294,3,3,TEAM0132,1/10/2013 10:02,SD0001838,IM0001358
computer,Banking Device,WBS000146,3,3,TEAM0008,1/10/2013 10:04,SD0001874,IM0001330
computer,Banking Device,WBS000146,2,2,TEAM0008,1/10/2013 10:06,SD0001741,IM0001286
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 10:06,SD0001921,IM0001362
subapplication,Web Based Application,WBS000073,5,5,TEAM0031,1/10/2013 10:15,SD0001931,IM0001363
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 10:17,SD0001995,IM0001380
subapplication,Web Based Application,WBS000015,4,4,TEAM0113,1/10/2013 10:18,SD0001889,IM0001414
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 10:18,SD0001996,IM0001381
application,Server Based Application,WBS000073,4,2,TEAM0031,1/10/2013 10:22,SD0001746,IM0001289
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 10:23,SD0001938,IM0001366
application,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 10:24,SD0001897,IM0001417
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 10:25,SD0001939,IM0001368
application,Server Based Application,WBS000223,4,4,TEAM0057,1/10/2013 10:33,SD0002008,IM0001382
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 10:36,SD0002009,IM0001383
computer,Banking Device,WBS000146,2,2,TEAM0008,1/10/2013 10:37,SD0001907,IM0001419
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 10:37,SD0001947,IM0001371
computer,Banking Device,WBS000146,3,3,TEAM0008,1/10/2013 10:38,SD0001908,IM0001418
application,Desktop Application,WBS000092,5,5,TEAM0008,1/10/2013 10:41,SD0002011,IM0001384
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 10:47,SD0001755,IM0001291
computer,Banking Device,WBS000146,2,2,TEAM0051,1/10/2013 10:50,SD0002072,IM0001421
subapplication,Web Based Application,WBS000015,4,4,TEAM0113,1/10/2013 10:51,SD0002017,IM0001385
application,Web Based Application,WBS000168,5,5,TEAM0069,1/10/2013 10:54,SD0001759,IM0001292
application,Web Based Application,WBS000273,3,3,TEAM0097,1/10/2013 10:58,SD0002080,IM0001427
application,Web Based Application,WBS000088,4,4,TEAM0003,1/10/2013 11:00,SD0002019,IM0001387
application,SAP,WBS000271,5,5,TEAM0035,1/10/2013 11:02,SD0002154,IM0001488
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,1/10/2013 11:03,SD0002022,IM0001388
subapplication,Web Based Application,WBS000012,3,3,TEAM0121,1/10/2013 11:03,SD0002088,IM0001429
application,Web Based Application,WBS000172,5,5,TEAM0127,1/10/2013 11:11,SD0002159,IM0001491
application,SAP,WBS000271,5,5,TEAM0015,1/10/2013 11:15,SD0002163,IM0001492
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,1/10/2013 11:18,SD0001983,IM0001458
computer,Laptop,WBS000091,4,4,TEAM0086,1/10/2013 11:35,SD0002039,IM0001390
application,Server Based Application,WBS000062,3,3,TEAM0066,1/10/2013 11:35,SD0002223,IM0001460
computer,Laptop,WBS000187,5,5,TEAM0008,1/10/2013 11:35,SD0002176,IM0001497
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 11:35,SD0002128,IM0001442
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 11:42,SD0002043,IM0001393
computer,Banking Device,WBS000146,3,3,TEAM0051,1/10/2013 11:42,SD0002137,IM0001440
application,Server Based Application,WBS000263,4,4,TEAM0015,1/10/2013 11:42,SD0002233,IM0001464
application,Exchange,WBS000094,5,5,TEAM0087,1/10/2013 11:46,SD0002045,IM0001394
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,1/10/2013 11:50,SD0002190,IM0001501
computer,Desktop,WBS000187,4,4,TEAM0008,1/10/2013 11:54,SD0002148,IM0001447
application,Client Based Application,WBS000073,4,4,TEAM0023,1/10/2013 11:55,SD0002295,IM0001530
hardware,Encryption,WBS000123,4,4,TEAM0013,1/10/2013 12:02,SD0002246,IM0001468
application,Web Based Application,WBS000073,5,5,TEAM0007,1/10/2013 12:04,SD0002249,IM0001469
application,Web Based Application,WBS000152,5,5,TEAM0069,1/10/2013 12:07,SD0002307,IM0001533
application,Web Based Application,WBS000152,5,5,TEAM0069,1/10/2013 12:10,SD0002310,IM0001536
application,Server Based Application,WBS000073,4,4,TEAM0008,1/10/2013 12:15,SD0002256,IM0001470
application,Desktop Application,WBS000110,4,4,TEAM0092,1/10/2013 12:29,SD0002268,IM0001476
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 12:54,SD0002061,IM0001400
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,1/10/2013 12:57,SD0002280,IM0001483
computer,Laptop,WBS000091,5,5,TEAM0010,1/10/2013 12:58,SD0002334,IM0001545
application,Server Based Application,WBS000073,4,4,TEAM0008,1/10/2013 12:59,SD0002281,IM0001484
subapplication,Web Based Application,WBS000015,5,5,TEAM0113,1/10/2013 13:13,SD0002286,IM0001487
application,Server Based Application,WBS000013,3,3,TEAM0008,1/10/2013 13:15,SD0002066,IM0001404
application,Desktop Application,WBS000096,5,5,TEAM0075,1/10/2013 13:17,SD0002214,IM0001509
application,Desktop Application,WBS000096,4,4,TEAM0075,1/10/2013 13:20,SD0002350,IM0001655
application,Web Based Application,WBS000298,4,4,TEAM0008,1/10/2013 13:21,SD0002352,IM0001554
application,Server Based Application,WBS000072,5,5,TEAM0053,1/10/2013 13:22,SD0002069,IM0001402
application,Server Based Application,WBS000073,4,4,TEAM0023,1/10/2013 13:24,SD0002289,IM0001486
application,Server Based Application,WBS000073,4,4,TEAM0023,1/10/2013 13:31,SD0002292,IM0001569
application,Server Based Application,WBS000073,4,4,TEAM0023,1/10/2013 13:31,SD0002355,IM0001553
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 13:37,SD0002361,IM0001552
application,Server Based Application,WBS000101,4,4,TEAM0008,1/10/2013 14:01,SD0002385,IM0001616
hardware,Encryption,WBS000123,4,4,TEAM0013,1/10/2013 14:05,SD0002519,IM0001572
subapplication,Web Based Application,WBS000073,4,4,TEAM0008,1/10/2013 14:13,SD0002453,IM0001512
hardware,Encryption,WBS000123,4,4,TEAM0013,1/10/2013 14:21,SD0002528,IM0001574
application,Client Based Application,WBS000073,3,3,TEAM0008,1/10/2013 14:22,SD0002604,IM0001652
application,Server Based Application,WBS000039,5,5,TEAM0124,1/10/2013 14:31,SD0002534,IM0001578
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,1/10/2013 14:33,SD0002404,IM0001623
application,Server Based Application,WBS000039,5,5,TEAM0124,1/10/2013 14:34,SD0002535,IM0001579
hardware,Encryption,WBS000123,4,4,TEAM0013,1/10/2013 14:38,SD0002537,IM0001580
application,Web Based Application,WBS000132,5,5,TEAM0041,1/10/2013 14:41,SD0002540,IM0001582
application,Desktop Application,WBS000092,5,5,TEAM0075,1/10/2013 14:42,SD0002464,IM0001517
hardware,Encryption,WBS000123,4,4,TEAM0013,1/10/2013 15:01,SD0002550,IM0001590
application,Web Based Application,WBS000318,4,4,TEAM0063,1/10/2013 15:07,SD0002554,IM0001593
computer,Laptop,WBS000187,5,5,TEAM0008,1/10/2013 15:15,SD0002480,IM0001522
application,Server Based Application,WBS000296,4,4,TEAM0093,1/10/2013 15:23,SD0002563,IM0001598
application,Server Based Application,WBS000039,5,5,TEAM0124,1/10/2013 15:29,SD0002655,IM0001668
application,SAP,WBS000271,5,5,TEAM0035,1/10/2013 15:30,SD0002428,IM0001635
application,Server Based Application,WBS000199,4,4,TEAM0031,1/10/2013 15:30,SD0002489,IM0001523
application,Server Based Application,WBS000017,5,5,TEAM0021,1/10/2013 15:36,SD0002657,IM0001670
application,Desktop Application,WBS000110,3,3,TEAM0092,1/10/2013 15:54,SD0002669,IM0001675
application,Server Based Application,WBS000077,4,4,TEAM0128,1/10/2013 15:57,SD0002672,IM0001674
application,Desktop Application,WBS000111,5,5,TEAM0092,1/10/2013 15:59,SD0002713,IM0001646
application,Desktop Application,WBS000094,5,5,TEAM0052,1/10/2013 16:00,SD0002578,IM0001601
application,Web Based Application,WBS000152,5,5,TEAM0069,1/10/2013 16:05,SD0002715,IM0001643
hardware,MigratieDummy,WBS000118,5,5,TEAM0049,1/10/2013 16:08,SD0002503,IM0001526
application,Server Based Application,WBS000030,5,5,TEAM0108,1/10/2013 16:11,SD0002505,IM0001527
application,Citrix,WBS000098,4,4,TEAM0075,1/10/2013 16:11,SD0002679,IM0001681
application,Desktop Application,WBS000133,3,3,TEAM0092,1/10/2013 16:14,SD0002683,IM0001676
subapplication,Web Based Application,WBS000125,5,5,TEAM0023,1/10/2013 16:19,SD0002852,IM0001684
application,Desktop Application,WBS000111,5,5,TEAM0092,1/10/2013 16:21,SD0002855,IM0001529
application,Server Based Application,WBS000073,4,4,TEAM0023,1/10/2013 16:46,SD0002862,IM0001686
application,Desktop Application,WBS000094,5,5,TEAM0044,1/10/2013 16:53,SD0002793,IM0001604
